degree,num
0,1
5,296
6,173
7,105
8,89
9,69
10,47
11,35
12,27
13,20
14,18
15,16
16,14
17,11
18,6
19,12
20,4
21,4
22,4
23,9
24,2
25,3
26,1
27,3
28,3
29,2
31,1
32,2
35,1
36,2
37,2
38,1
39,1
41,1
43,2
48,1
50,1
53,1
54,1
55,1
56,1
57,1
58,1
66,1
72,1
84,1
132,1
139,1
